"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"405",440,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_43",43,"pink","Non-Fiber","Red",0,"0","0","1.113",2.257,1.041,"0","Y","SAD-SF-4-N-1_S1-5_C_43.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2257,1041,NA,22.57,1041,531.785,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,225.7,2257,1241.35,531.785,0.002257,0.001041,0.000531785,0.346932462550599,0.00107705890858622,998,1010,0.0120240480961924,5.28217389548578,4.6,0.0060486832911783,6.5147882239802,4.62994908381013,0.0060486832911783
"406",441,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_D_53",53,"green","Non-Fiber","Green",0,"0","0","0.174",1.016,0.332,"0","Y","SAD-SF-4-N-1_S1-5_D_53.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1016,332,NA,10.16,332,171.08,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,101.6,1016,558.8,171.08,0.001016,0.000332,0.00017108,0.294566494038143,0.000386435495483975,998,1010,0.0120240480961924,1.89517905683909,4.6,0.00241487098113101,0.933191864123235,10.4219166214802,0.00241487098113101
"407",442,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_E_28",28,"gray","Non-Fiber","Black",0,"0","0","0.08",0.468,0.255,"0","Y","SAD-SF-4-N-1_S1-5_E_28.SPA","Y",0.8,"PVC 2. Blue Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",468,255,NA,4.68,468,236.34,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,46.8,468,257.4,236.34,0.000468,0.000255,0.00023634,0.684138788808924,0.000304397504876337,998,1330,0.332665330661323,4.51509200895916,4.6,0.024251344347649,7.38204870932122,2.25208479328221,0.024251344347649
"408",443,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-1_D_12",12,"white","Non-Fiber","White",0,"0","0","0.000646",0.04,0.024,"0","Y","SAD-SF-4-N-2_S1-1_D_12.SPA","Y",1,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",40,24,NA,0.4,40,20.2,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,4,40,22,20.2,4e-05,2.4e-05,2.02e-05,0.651952196611582,2.68662798461904e-05,998,1010,0.0120240480961924,0.131759146079244,4.6,0.000460911766757839,0.0123829845101181,19.8897988900904,0.000460911766757839
"409",444,"Polyesters","sphere","POLYESTERS","sphere","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-4_D_11",11,"clear","Non-Fiber","Transparent",0,"two spheres","done","0.24",0.809,0.426,"0","Y","SAD-SF-4-N-2_S1-4_D_11.SPA","Y",1,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",809,426,NA,291.24,426,358.62,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,485.4,809,647.2,358.62,0.000809,0.000426,0.00035862,0.610879351762002,0.000498116440087432,998,1010,0.0120240480961924,2.44289113229271,6,0.00458311003696854,2.28292245614375,3.72965581475941,0.00458311003696854
"410",445,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-2_B_13",13,"orange","Non-Fiber","Yellow",0,"0","0","0.416",1.013,0.581,"0","Y","SAD-SF-4-N-2_S1-2_B_13.SPA","Y",0.8,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1013,581,NA,10.13,1013,511.565,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,101.3,1013,557.15,511.565,0.001013,0.000581,0.000511565,0.666819105492056,0.000670237619322098,998,1010,0.0120240480961924,3.28701766294552,4.6,0.00612505760492549,4.10524402733598,2.80974491648913,0.00612505760492549
"411",446,"polystyrene","sphere","POLYSTYRENE","sphere","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-5_A_9",9,"clear","Non-Fiber","Transparent",0,"0","done","0.07",0.318,0.287,"0","Y","SAD-SF-4-N-2_S1-5_A_9.SPA","Y",0.8,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",318,287,NA,114.48,318,216.24,1.05e-09,1.05e-09,1.05e-09,1.05e-09,1.05e-09,190.8,318,254.4,216.24,0.000318,0.000287,0.00021624,0.715783238557109,0.000270239202012141,998,1050,0.0521042084168337,2.16070571043694,6,0.00744874607195863,2.01294319447717,3.31942268250282,0.00744874607195863
"412",447,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-2_D_74",74,"black","Non-Fiber","Black",0,"too thin and small to tell","done","0.073",0.766,0.244,"0","Y","SAD-SF-4-N-2_S1-2_D_74.SPA","Y",0.8,"PP","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",766,244,NA,7.66,244,125.83,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,76.6,766,421.3,125.83,0.000766,0.000244,0.00012583,0.291054888910177,0.000286506358095098,998,1000,0.00200400801603218,0.773256806369789,4.6,0.000644056424515508,0.184526260595689,18.1047957276797,0.000644056424515508
"413",448,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-5_C_45",45,"orange","Non-Fiber","Yellow",0,"0","0","0.009",1.025,0.089,"1.065","Y","SAD-SF-4-N-2_S1-5_C_45.SPA","Y",0.8,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",1025,89,NA,10.25,89,49.625,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,102.5,1025,563.75,49.625,0.001025,8.9e-05,4.9625e-05,0.164302277590681,0.000165426391815579,998,1330,0.332665330661323,2.45375000711949,4.6,0.00632654216815375,1.04657704354679,17.9840404005269,0.00632654216815375
"414",449,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-5_D_7",7,"white","Non-Fiber","White",0,"0","0","0.413",1.313,0.548,"0","Y","SAD-SF-4-N-2_S1-5_D_7.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1313,548,NA,13.13,548,280.565,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,131.3,1313,722.15,280.565,0.001313,0.000548,0.000280565,0.330758375534378,0.000586623683239547,998,31,0.968937875751503,12.4264737223383,5,0.0418118365754867,24.527813574922,4.25270032784193,-0.0418118365754867
"415",450,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-5_D_8",8,"white","Non-Fiber","White",0,"0","0","0.173",0.979,0.333,"0","Y","SAD-SF-4-N-2_S1-5_D_8.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",979,333,NA,9.79,333,171.395,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,97.9,979,538.45,171.395,0.000979,0.000333,0.000171395,0.300182026884666,0.000382303573835278,998,31,0.968937875751503,8.09835240197788,5,0.0265346671703998,10.1442980897735,6.88152584916766,-0.0265346671703998
"416",452,"Polyamides (POLYLACTAMS)","film","POLYAMIDES (POLYLACTAMS)","film","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-1_A_4",4,"yellow","Non-Fiber","Yellow",0,"thin piece","done","0.244",2.868,1.636,"0","Y","SAD-SF-4-N-3_S1-1_A_4.SPA","Y",0.9,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",2868,1636,NA,2.868,286.8,144.834,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,286.8,2868,1577.4,144.834,0.002868,0.001636,0.000144834,0.0668635301385717,0.000879179710828053,998,1150,0.152304609218437,10.0509013061002,4.35,0.00878406272759344,7.72276972874108,22.6990452653687,0.00878406272759344
"417",453,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-3_A_3",3,"gray","Non-Fiber","Black",0,"0","0","2.958",2.515,2.125,"0","Y","SAD-SF-4-N-2_S1-3_A_3.SPA","Y",0.9,"PE","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2515,2125,NA,25.15,2515,1270.075,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,251.5,2515,1383.25,1270.075,0.002515,0.002125,0.001270075,0.549390196704759,0.00189339879809218,998,1010,0.0120240480961924,9.28571466731995,4.6,0.0125153943222746,23.6966325674444,1.90112849328642,0.0125153943222746
"418",454,"Polyamides (POLYLACTAMS)","fragment","POLYAMIDES (POLYLACTAMS)","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-1_A_44",44,"yellow","Non-Fiber","Yellow",0,"long thin piece","done","0.092",2.752,0.108,"0","Y","SAD-SF-4-N-3_S1-1_A_44.SPA","Y",0.9,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",2752,108,NA,27.52,108,67.76,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,275.2,2752,1513.6,67.76,0.002752,0.000108,6.776e-05,0.124290319609634,0.000272070754373026,998,1150,0.152304609218437,3.11034964387881,4.6,0.00498571665200133,1.35646769060016,21.8045669259667,0.00498571665200133
"419",455,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-3_B_3",3,"gray","Non-Fiber","Black",0,"0","0","0.216",1.531,0.323,"0","Y","SAD-SF-4-N-2_S1-3_B_3.SPA","Y",0.9,"PP","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1531,323,NA,15.31,323,169.155,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,153.1,1531,842.05,169.155,0.001531,0.000323,0.000169155,0.240544805558975,0.000437341661802758,998,1000,0.00200400801603218,1.18034873273496,4.6,0.00080576024592726,0.352392524968427,17.6569780007555,0.00080576024592726
"420",456,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-3_D_22",22,"black","Non-Fiber","Black",0,"0","0","0.064",0.364,0.318,"0","Y","SAD-SF-4-N-2_S1-3_D_22.SPA","Y",0.9,"PE","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",364,318,NA,3.64,364,183.82,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,36.4,364,200.2,183.82,0.000364,0.000318,0.00018382,0.540291966259939,0.000277102485851243,998,1010,0.0120240480961924,1.35898185834511,4.6,0.00266324892153212,0.737992896597192,6.1443415748091,0.00266324892153212
"421",457,"other plastic","fragment","OTHER PLASTIC","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-4_A_41",41,"black","Non-Fiber","Black",0,"0","0","0.306",1.076,0.493,"0","Y","SAD-SF-4-N-2_S1-4_A_41.SPA","Y",0.9,"Umwelt/Vinylidene chloride","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","OTHER PLASTIC","0","plastic",1076,493,NA,10.76,493,251.88,1.38e-09,1.34e-09,1.42e-09,1.36e-09,1.41e-09,107.6,1076,591.8,251.88,0.001076,0.000493,0.00025188,0.345831134457196,0.000511231523130722,998,1380,0.382765531062124,7.94605502389869,4.6,0.0265255342757189,13.5606892896319,3.63772538164114,0.0265255342757189
"422",458,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_A_3",3,"purple","Non-Fiber","Blue",0,"0","0","0.709",1.436,0.785,"0","Y","SAD-SF-4-N-3_S1-3_A_3.SPA","Y",0.9,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1436,785,NA,14.36,1436,725.18,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,143.6,1436,789.8,725.18,0.001436,0.000785,0.00072518,0.683020548785828,0.000935025176593366,998,1010,0.0120240480961924,4.5856039442694,4.6,0.00811038035910838,7.58340982751468,2.23562681120709,0.00811038035910838
"423",459,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_E_32",32,"purple","Non-Fiber","Blue",0,"0","0","0.017",1.143,0.441,"1.938","Y","SAD-SF-4-N-3_S1-3_E_32.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1143,441,NA,11.43,441,226.215,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,114.3,1143,628.65,226.215,0.001143,0.000441,0.000226215,0.3186243694882,0.000484918484964753,998,1450,0.452905811623247,7.97188527259679,4.6,0.0267792873145442,12.9857714330046,4.00577311565714,0.0267792873145442
"424",460,"Polyesters","fragment","POLYESTERS","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-4_C_21",21,"clear","Non-Fiber","Transparent",0,"0","0","0.023",1.682,0.452,"2.76","Y","SAD-SF-4-N-2_S1-4_C_21.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1682,452,NA,16.82,452,234.41,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,168.2,1682,925.1,234.41,0.001682,0.000452,0.00023441,0.268840021670308,0.000562747430097975,998,1010,0.0120240480961924,2.75985812968862,4.6,0.00308794449756622,1.73773283029057,9.28181691387377,0.00308794449756622
"425",461,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_G_1",1,"white","Non-Fiber","White",0,"0","0","0.262",0.984,0.58,"0","Y","SAD-SF-4-N-3_S1-3_G_1.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",984,580,NA,9.84,984,496.92,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,98.4,984,541.2,496.92,0.000984,0.00058,0.00049692,0.657771315464787,0.000657006787389135,998,31,0.968937875751503,13.917401925887,5,0.0504537983780987,33.1484879839738,3.27103957309706,-0.0504537983780987
"426",462,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_G_2",2,"white","Non-Fiber","White",0,"0","0","0.334",1.222,0.541,"0","Y","SAD-SF-4-N-3_S1-3_G_2.SPA","Y",0.9,"polystyrene","Aline Carvalho","ATR","0","ATR","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1222,541,NA,12.22,541,276.61,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,122.2,1222,672.1,276.61,0.001222,0.000541,0.00027661,0.340199476636198,0.000567604002462058,998,31,0.968937875751503,12.0235790385036,5,0.0405578267895738,23.020784816925,4.37320437315947,-0.0405578267895738
"427",463,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_G_4",4,"white","Non-Fiber","White",0,"0","0","0.8",1.291,0.912,"0","Y","SAD-SF-4-N-3_S1-3_G_4.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1291,912,NA,12.91,1291,651.955,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,129.1,1291,710.05,651.955,0.001291,0.000912,0.000651955,0.600837568724883,0.000915615003091294,998,31,0.968937875751503,19.3955104452312,5,0.0675300331988837,61.8315115561511,2.54461832642228,-0.0675300331988837
"428",464,"PVC","foam","POLY(VINYL CHLORIDE)","foam","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_G_8",8,"white","Non-Fiber","White",0,"0","0","0.047",0.324,0.223,"0","Y","SAD-SF-4-N-3_S1-3_G_8.SPA","Y",0.80485854,"pvc.1","moore institute for plastic pollution research","nicolet in10","reflectance","nicolet in10","polymers and minerals","polyhaloolefins (vinylhalides)","poly(vinyl chloride)","plastic",324,223,NA,3.24,324,163.62,2.24e-10,4.8e-11,5.8e-10,4.8e-11,4e-10,32.4,324,178.2,163.62,0.000324,0.000223,0.00016362,0.608711422935824,0.000227804389011633,998,224,0.775551102204409,4.48045269244671,5,0.0125401675641744,2.85670521006024,14.6951346984564,-0.0125401675641744
"429",465,"PVC","foam","POLY(VINYL CHLORIDE)","foam","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-3_G_18",18,"white","Non-Fiber","White",0,"0","0","0.22",0.747,0.412,"0","Y","SAD-SF-4-N-3_S1-3_G_18.SPA","Y",0.86971822,"polyvinyl chloride-thick film-goodfellow","national renewable energy laboratory","","transmittance","transmittance","","polyhaloolefins (vinylhalides)","poly(vinyl chloride)","plastic",747,412,NA,7.47,747,377.235,2.24e-10,4.8e-11,5.8e-10,4.8e-11,4e-10,74.7,747,410.85,377.235,0.000747,0.000412,0.000377235,0.679990853379376,0.000487839092649105,998,224,0.775551102204409,9.59481064269057,5,0.0321427576829923,15.680493743311,4.78992258231031,-0.0321427576829923
"430",466,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-4_A_43",43,"purple","Non-Fiber","Blue",0,"0","0","0.207",0.584,0.499,"0","Y","SAD-SF-4-N-3_S1-4_A_43.SPA","Y",0.9,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",584,499,NA,5.84,584,294.92,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,58.4,584,321.2,294.92,0.000584,0.000499,0.00029492,0.546320539852319,0.000441305363721463,998,1450,0.452905811623247,7.25490126453897,4.6,0.0343207296120171,15.1459220646172,2.21943187982853,0.0343207296120171
"431",467,"Polyesters","fragment","POLYESTERS","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-4_C_57",57,"orange","Non-Fiber","Yellow",0,"0","0","0.401",1.866,0.341,"0","Y","SAD-SF-4-N-3_S1-4_C_57.SPA","Y",0.7,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1866,341,NA,18.66,341,179.83,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,186.6,1866,1026.3,179.83,0.001866,0.000341,0.00017983,0.225439044511437,0.000485485266216778,998,1010,0.0120240480961924,2.38094460703116,4.6,0.00246877005432007,1.19855148704959,12.5277541288042,0.00246877005432007
"432",468,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-5_D_41",41,"blue","Non-Fiber","Blue",0,"0","0","0.214",1.267,0.399,"0","Y","SAD-SF-4-N-2_S1-5_D_41.SPA","Y",1,"polypropylene","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1267,399,NA,12.67,399,205.835,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,126.7,1267,696.85,205.835,0.001267,0.000399,0.000205835,0.28949726722867,0.000470351909456233,998,1000,0.00200400801603218,1.26944064276346,4.6,0.000954457459312699,0.448930888482472,13.5337128286102,0.000954457459312699
"433",469,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-5_D_42",42,"gray","Non-Fiber","Black",0,"0","0","0.776",2.309,0.584,"0","Y","SAD-SF-4-N-2_S1-5_D_42.SPA","Y",0.9,"PE","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2309,584,NA,23.09,584,303.545,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,230.9,2309,1269.95,303.545,0.002309,0.000584,0.000303545,0.261399464494022,0.000742483182526353,998,1010,0.0120240480961924,3.64132848566839,4.6,0.00379013282011118,2.81410987847373,8.12898291803286,0.00379013282011118
"434",470,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-2_A_26",26,"clear","Non-Fiber","Transparent",0,"thin long piece","0","0.000316",1.871,0.984,"3.813","Y","SAD-SF-4-N-1_S1-2_A_26.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1871,984,NA,18.71,1871,944.855,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,187.1,1871,1029.05,944.855,0.001871,0.000984,0.000944855,0.696355039076443,0.00120266503198338,998,1450,0.452905811623247,19.7713800434568,4.6,0.0885341476117184,106.476923469068,0.908947293186369,0.0885341476117184
"435",471,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-1_B_26",26,"gray","Non-Fiber","Black",0,"0","0","0.334",2.746,0.943,"0","Y","SAD-SF-4-N-3_S1-1_B_26.SPA","0",0.9,"polypropylene","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",2746,943,NA,27.46,943,485.23,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,274.6,2746,1510.3,485.23,0.002746,0.000943,0.00048523,0.301537639699548,0.00107907912184133,998,1000,0.00200400801603218,2.9123447071928,4.6,0.00190054919959766,2.05084296131809,7.83073008801902,0.00190054919959766
"436",472,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Stormflow","3","LB","Outside Thalweg_2",0.95,"SF-4","SAD-SF-4-N-3","SAD-SF-4","SAD-SF-4-N-3_S1-1_C_1",1,"yellow","Non-Fiber","Yellow",0,"long thin piece","done","0.309",17.125,4.701,"36.783","Y","SAD-SF-4-N-3_S1-1_C_1.SPA","0",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",17125,4701,NA,171.25,4701,2436.125,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1712.5,17125,9418.75,2436.125,0.017125,0.004701,0.002436125,0.271512077585861,0.00580996433786247,998,1450,0.452905811623247,95.5137215333934,4.6,0.177381733478591,1030.58154569884,1.0938841123159,0.177381733478591
